Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID2522,13-02-2015 14:39,Diane,Toaster,Y,Y,59,0 days 00:05:33,3
ID2523,13-02-2015 15:14,Stewart,Washing Machine,Y,N,70,0 days 00:00:52,4
ID2524,13-02-2015 15:14,Dan,Toaster,Y,N,92,0 days 00:01:26,5
ID2525,13-02-2015 15:33,Greg,Air Conditioner,Y,Y,96,0 days 00:04:35,2
ID2526,13-02-2015 15:33,Becky,Television,Y,Y,79,0 days 00:05:10,5
ID2527,13-02-2015 15:57,Greg,Fridge,Y,Y,115,0 days 00:01:05,5
ID2528,13-02-2015 15:57,Jim,Toaster,Y,Y,71,0 days 00:05:46,3
ID2529,13-02-2015 16:16,Martha,Television,N,N,0,0 days 00:00:00,0
ID2530,13-02-2015 16:16,Stewart,Toaster,Y,N,124,0 days 00:05:41,4
ID2531,13-02-2015 16:50,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID2532,13-02-2015 16:50,Joe,Washing Machine,Y,Y,35,0 days 00:00:31,5
ID2533,13-02-2015 17:18,Dan,Washing Machine,Y,Y,106,0 days 00:03:22,3
ID2534,13-02-2015 17:18,Dan,Washing Machine,Y,Y,32,0 days 00:03:33,4
ID2535,14-02-2015 09:07,Jim,Toaster,Y,Y,119,0 days 00:04:18,4
ID2536,14-02-2015 09:07,Greg,Washing Machine,Y,Y,112,0 days 00:04:29,2
ID2537,14-02-2015 09:38,Stewart,Air Conditioner,Y,Y,49,0 days 00:04:10,1
ID2538,14-02-2015 09:38,Stewart,Washing Machine,N,N,0,0 days 00:00:00,0
ID2539,14-02-2015 09:46,Joe,Fridge,Y,Y,74,0 days 00:04:54,3
ID2540,14-02-2015 09:46,Greg,Television,Y,N,117,0 days 00:02:45,4
ID2541,14-02-2015 09:48,Jim,Washing Machine,N,N,0,0 days 00:00:00,0
ID2542,14-02-2015 09:48,Diane,Fridge,Y,Y,40,0 days 00:06:51,1
ID2543,14-02-2015 10:24,Martha,Washing Machine,Y,Y,87,0 days 00:04:53,5
ID2544,14-02-2015 10:24,Martha,Television,Y,Y,58,0 days 00:01:24,4
ID2545,14-02-2015 10:30,Becky,Air Conditioner,Y,Y,84,0 days 00:06:00,4
ID2546,14-02-2015 10:30,Jim,Toaster,Y,Y,54,0 days 00:02:17,2
ID2547,14-02-2015 10:52,Dan,Washing Machine,Y,Y,13,0 days 00:05:36,5
ID2548,14-02-2015 10:52,Diane,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2549,14-02-2015 11:54,Jim,Air Conditioner,Y,Y,42,0 days 00:00:36,4
ID2550,14-02-2015 11:54,Stewart,Toaster,Y,Y,12,0 days 00:02:36,1
ID2551,14-02-2015 12:31,Diane,Fridge,Y,Y,13,0 days 00:04:40,3
ID2552,14-02-2015 12:31,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID2553,14-02-2015 12:41,Diane,Television,Y,Y,100,0 days 00:03:11,5
ID2554,14-02-2015 12:41,Joe,Toaster,Y,Y,70,0 days 00:01:10,2
ID2555,14-02-2015 12:57,Stewart,Television,N,N,0,0 days 00:00:00,0
ID2556,14-02-2015 12:57,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2557,14-02-2015 13:13,Becky,Air Conditioner,Y,Y,102,0 days 00:05:53,4
ID2558,14-02-2015 13:13,Becky,Air Conditioner,Y,Y,82,0 days 00:03:19,3
ID2559,14-02-2015 13:26,Joe,Television,Y,N,24,0 days 00:04:07,5
ID2560,14-02-2015 13:26,Stewart,Fridge,Y,Y,10,0 days 00:01:39,5
ID2561,14-02-2015 13:46,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2562,14-02-2015 13:46,Stewart,Television,Y,Y,80,0 days 00:05:01,1
ID2563,14-02-2015 13:50,Stewart,Air Conditioner,Y,Y,63,0 days 00:06:14,4
ID2564,14-02-2015 13:50,Greg,Washing Machine,Y,Y,43,0 days 00:06:53,4
ID2565,14-02-2015 14:21,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID2566,14-02-2015 14:21,Diane,Toaster,Y,Y,87,0 days 00:02:02,4
ID2567,14-02-2015 14:24,Joe,Air Conditioner,Y,Y,125,0 days 00:06:04,4
ID2568,14-02-2015 14:24,Stewart,Toaster,Y,Y,56,0 days 00:03:52,1
ID2569,14-02-2015 14:49,Greg,Toaster,Y,Y,88,0 days 00:03:46,3
ID2570,14-02-2015 14:49,Jim,Toaster,Y,Y,45,0 days 00:01:17,4
ID2571,14-02-2015 14:51,Dan,Air Conditioner,Y,Y,24,0 days 00:02:01,4
ID2572,14-02-2015 14:51,Jim,Washing Machine,Y,Y,23,0 days 00:04:12,5
ID2573,14-02-2015 15:34,Becky,Toaster,Y,Y,66,0 days 00:06:47,5
ID2574,14-02-2015 15:34,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID2575,14-02-2015 16:27,Joe,Television,Y,Y,67,0 days 00:01:35,4
ID2576,14-02-2015 16:27,Becky,Air Conditioner,Y,Y,39,0 days 00:05:14,1
ID2577,14-02-2015 16:37,Becky,Television,Y,Y,70,0 days 00:00:39,1
ID2578,14-02-2015 16:37,Jim,Fridge,Y,Y,40,0 days 00:06:39,5
ID2579,14-02-2015 16:37,Stewart,Washing Machine,N,N,0,0 days 00:00:00,0
ID2580,14-02-2015 16:37,Martha,Fridge,Y,Y,28,0 days 00:06:26,3
ID2581,14-02-2015 16:50,Joe,Air Conditioner,Y,Y,107,0 days 00:03:39,2
ID2582,14-02-2015 16:50,Stewart,Toaster,Y,Y,62,0 days 00:04:42,4
ID2583,14-02-2015 16:53,Diane,Air Conditioner,Y,Y,80,0 days 00:04:20,4
ID2584,14-02-2015 16:53,Stewart,Washing Machine,Y,Y,63,0 days 00:03:06,3
ID2585,14-02-2015 17:09,Becky,Air Conditioner,Y,Y,36,0 days 00:05:18,3
ID2586,14-02-2015 17:09,Dan,Washing Machine,Y,Y,64,0 days 00:02:05,3
ID2587,14-02-2015 17:09,Greg,Washing Machine,Y,Y,110,0 days 00:05:43,3
ID2588,14-02-2015 17:09,Jim,Fridge,Y,Y,43,0 days 00:06:22,3
ID2589,14-02-2015 17:11,Jim,Air Conditioner,Y,Y,76,0 days 00:04:44,5
ID2590,14-02-2015 17:11,Joe,Air Conditioner,Y,Y,45,0 days 00:02:29,2
ID2591,14-02-2015 17:36,Martha,Television,Y,N,109,0 days 00:01:12,3
ID2592,14-02-2015 17:36,Joe,Television,Y,Y,68,0 days 00:06:54,4
ID2593,14-02-2015 17:42,Greg,Washing Machine,Y,N,99,0 days 00:06:54,1
ID2594,14-02-2015 17:42,Dan,Washing Machine,Y,Y,27,0 days 00:04:05,4
ID2595,15-02-2015 09:00,Greg,Television,Y,Y,14,0 days 00:00:58,3
ID2596,15-02-2015 09:00,Greg,Fridge,Y,Y,81,0 days 00:04:21,3
ID2597,15-02-2015 09:33,Dan,Fridge,Y,Y,24,0 days 00:03:07,3
ID2598,15-02-2015 09:33,Dan,Washing Machine,Y,Y,13,0 days 00:05:48,1
ID2599,15-02-2015 10:01,Becky,Air Conditioner,Y,Y,89,0 days 00:00:53,1
ID2600,15-02-2015 10:01,Becky,Television,Y,Y,103,0 days 00:05:57,4
ID2601,15-02-2015 10:01,Jim,Toaster,Y,Y,103,0 days 00:03:48,3
ID2602,15-02-2015 10:01,Greg,Toaster,N,N,0,0 days 00:00:00,0
ID2603,15-02-2015 10:20,Stewart,Washing Machine,Y,N,59,0 days 00:03:31,3
ID2604,15-02-2015 10:20,Joe,Toaster,Y,Y,113,0 days 00:01:38,3
ID2605,15-02-2015 11:12,Diane,Washing Machine,Y,Y,69,0 days 00:01:52,2
ID2606,15-02-2015 11:12,Diane,Air Conditioner,Y,Y,69,0 days 00:01:51,2
ID2607,15-02-2015 11:34,Becky,Air Conditioner,Y,N,11,0 days 00:05:07,4
ID2608,15-02-2015 11:34,Dan,Washing Machine,Y,Y,75,0 days 00:04:11,2
ID2609,15-02-2015 11:41,Jim,Air Conditioner,Y,N,24,0 days 00:02:32,5
ID2610,15-02-2015 11:41,Becky,Fridge,Y,Y,124,0 days 00:06:08,3
ID2611,15-02-2015 11:45,Greg,Fridge,Y,Y,32,0 days 00:02:34,5
ID2612,15-02-2015 11:45,Stewart,Fridge,Y,Y,105,0 days 00:06:34,5
ID2613,15-02-2015 11:48,Becky,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2614,15-02-2015 11:48,Jim,Toaster,Y,Y,94,0 days 00:01:03,4
ID2615,15-02-2015 12:07,Joe,Washing Machine,Y,Y,107,0 days 00:02:16,4
ID2616,15-02-2015 12:07,Diane,Fridge,Y,Y,79,0 days 00:05:33,5
ID2617,15-02-2015 12:21,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID2618,15-02-2015 12:21,Becky,Fridge,Y,Y,59,0 days 00:02:05,4
ID2619,15-02-2015 12:38,Dan,Air Conditioner,Y,N,117,0 days 00:04:54,3
ID2620,15-02-2015 12:38,Martha,Television,Y,Y,37,0 days 00:01:51,3
ID2621,15-02-2015 13:00,Dan,Fridge,Y,Y,94,0 days 00:05:20,4
ID2622,15-02-2015 13:00,Becky,Air Conditioner,Y,Y,120,0 days 00:02:45,1
ID2623,15-02-2015 13:26,Jim,Washing Machine,N,N,0,0 days 00:00:00,0
ID2624,15-02-2015 13:26,Martha,Television,Y,Y,50,0 days 00:06:47,2
ID2625,15-02-2015 13:39,Becky,Toaster,Y,Y,47,0 days 00:02:28,5
ID2626,15-02-2015 13:39,Stewart,Television,N,N,0,0 days 00:00:00,0
ID2627,15-02-2015 13:42,Dan,Fridge,Y,Y,118,0 days 00:02:53,5
ID2628,15-02-2015 13:42,Becky,Fridge,N,N,0,0 days 00:00:00,0
ID2629,15-02-2015 14:28,Greg,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2630,15-02-2015 14:28,Jim,Air Conditioner,Y,Y,14,0 days 00:01:13,5
ID2631,15-02-2015 14:29,Dan,Air Conditioner,Y,Y,88,0 days 00:01:09,3
ID2632,15-02-2015 14:29,Joe,Television,Y,Y,124,0 days 00:00:52,4
ID2633,15-02-2015 14:44,Diane,Toaster,Y,Y,18,0 days 00:00:48,5
ID2634,15-02-2015 14:44,Dan,Fridge,Y,Y,22,0 days 00:02:05,3
ID2635,15-02-2015 14:51,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2636,15-02-2015 14:51,Becky,Television,Y,Y,94,0 days 00:06:18,5
ID2637,15-02-2015 14:57,Becky,Air Conditioner,Y,N,54,0 days 00:03:36,3
ID2638,15-02-2015 14:57,Greg,Washing Machine,Y,N,44,0 days 00:03:17,5
ID2639,15-02-2015 15:46,Greg,Fridge,Y,Y,28,0 days 00:04:23,3
ID2640,15-02-2015 15:46,Jim,Toaster,Y,Y,103,0 days 00:03:12,3
ID2641,15-02-2015 15:47,Joe,Air Conditioner,Y,Y,25,0 days 00:00:47,4
ID2642,15-02-2015 15:47,Becky,Television,N,N,0,0 days 00:00:00,0
ID2643,15-02-2015 16:01,Jim,Television,Y,Y,84,0 days 00:04:10,3
ID2644,15-02-2015 16:01,Dan,Television,Y,Y,36,0 days 00:03:57,4
ID2645,15-02-2015 17:11,Becky,Toaster,N,N,0,0 days 00:00:00,0
ID2646,15-02-2015 17:11,Stewart,Toaster,Y,Y,42,0 days 00:03:41,4
ID2647,15-02-2015 17:18,Dan,Television,Y,Y,124,0 days 00:03:51,3
ID2648,15-02-2015 17:18,Stewart,Air Conditioner,Y,Y,99,0 days 00:03:40,5
ID2649,15-02-2015 17:19,Diane,Television,Y,Y,124,0 days 00:04:23,5
ID2650,15-02-2015 17:19,Greg,Fridge,Y,Y,55,0 days 00:06:25,5
ID2651,15-02-2015 17:45,Dan,Fridge,N,N,0,0 days 00:00:00,0
ID2652,15-02-2015 17:45,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2653,16-02-2015 09:07,Greg,Fridge,Y,Y,64,0 days 00:05:06,2
ID2654,16-02-2015 09:07,Diane,Air Conditioner,Y,Y,82,0 days 00:04:54,2
ID2655,16-02-2015 10:04,Diane,Television,Y,Y,50,0 days 00:03:19,4
ID2656,16-02-2015 10:04,Stewart,Washing Machine,Y,Y,100,0 days 00:03:42,4
ID2657,16-02-2015 10:23,Jim,Fridge,Y,Y,26,0 days 00:06:54,3
ID2658,16-02-2015 10:23,Dan,Toaster,Y,Y,75,0 days 00:04:14,2
ID2659,16-02-2015 10:30,Greg,Air Conditioner,Y,Y,26,0 days 00:06:28,3
ID2660,16-02-2015 10:30,Dan,Toaster,Y,Y,21,0 days 00:05:08,3
ID2661,16-02-2015 10:30,Stewart,Fridge,Y,Y,53,0 days 00:00:31,1
ID2662,16-02-2015 10:30,Greg,Television,Y,Y,109,0 days 00:02:37,3
ID2663,16-02-2015 11:06,Becky,Television,Y,Y,108,0 days 00:06:04,3
ID2664,16-02-2015 11:06,Stewart,Washing Machine,Y,Y,58,0 days 00:05:16,5
ID2665,16-02-2015 11:12,Stewart,Toaster,Y,Y,14,0 days 00:05:51,5
ID2666,16-02-2015 11:12,Martha,Washing Machine,Y,Y,74,0 days 00:05:31,4
ID2667,16-02-2015 11:18,Jim,Washing Machine,N,N,0,0 days 00:00:00,0
ID2668,16-02-2015 11:18,Jim,Television,Y,Y,54,0 days 00:02:46,5
ID2669,16-02-2015 11:26,Greg,Television,Y,Y,18,0 days 00:03:43,4
ID2670,16-02-2015 11:26,Joe,Toaster,Y,Y,39,0 days 00:06:13,3
ID2671,16-02-2015 12:10,Martha,Toaster,Y,Y,31,0 days 00:03:17,1
ID2672,16-02-2015 12:10,Diane,Air Conditioner,Y,Y,118,0 days 00:05:00,3
ID2673,16-02-2015 12:50,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID2674,16-02-2015 12:50,Joe,Washing Machine,Y,Y,118,0 days 00:05:58,3
ID2675,16-02-2015 13:03,Jim,Toaster,Y,Y,69,0 days 00:03:37,4
ID2676,16-02-2015 13:03,Greg,Toaster,Y,Y,125,0 days 00:06:21,5
ID2677,16-02-2015 14:26,Dan,Television,Y,N,47,0 days 00:02:41,3
ID2678,16-02-2015 14:26,Joe,Toaster,Y,Y,53,0 days 00:01:04,1
ID2679,16-02-2015 14:48,Diane,Television,Y,N,55,0 days 00:04:37,2
ID2680,16-02-2015 14:48,Martha,Fridge,Y,Y,91,0 days 00:05:30,2
ID2681,16-02-2015 14:54,Joe,Air Conditioner,Y,Y,37,0 days 00:05:23,3
ID2682,16-02-2015 14:54,Jim,Fridge,Y,Y,118,0 days 00:04:53,4
ID2683,16-02-2015 15:07,Dan,Air Conditioner,Y,Y,37,0 days 00:05:36,5
ID2684,16-02-2015 15:07,Becky,Fridge,Y,Y,124,0 days 00:04:04,4
ID2685,16-02-2015 15:20,Greg,Air Conditioner,Y,Y,105,0 days 00:01:35,4
ID2686,16-02-2015 15:20,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID2687,16-02-2015 15:34,Greg,Air Conditioner,Y,Y,36,0 days 00:03:27,1
ID2688,16-02-2015 15:34,Martha,Television,Y,Y,87,0 days 00:06:52,4
ID2689,16-02-2015 16:04,Becky,Air Conditioner,Y,Y,98,0 days 00:05:02,4
ID2690,16-02-2015 16:04,Dan,Fridge,N,N,0,0 days 00:00:00,0
ID2691,16-02-2015 16:14,Joe,Toaster,Y,Y,37,0 days 00:02:51,3
ID2692,16-02-2015 16:14,Jim,Television,Y,Y,65,0 days 00:04:48,1
ID2693,16-02-2015 16:24,Diane,Washing Machine,Y,Y,117,0 days 00:06:27,3
ID2694,16-02-2015 16:24,Dan,Television,Y,Y,70,0 days 00:01:42,4
ID2695,16-02-2015 16:29,Greg,Television,N,N,0,0 days 00:00:00,0
ID2696,16-02-2015 16:29,Becky,Television,Y,Y,30,0 days 00:05:33,3
ID2697,16-02-2015 16:32,Becky,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2698,16-02-2015 16:32,Jim,Air Conditioner,Y,N,53,0 days 00:04:39,3
ID2699,16-02-2015 17:12,Becky,Television,Y,Y,69,0 days 00:05:11,4
ID2700,16-02-2015 17:12,Stewart,Washing Machine,Y,Y,109,0 days 00:04:10,1
ID2701,16-02-2015 17:28,Dan,Air Conditioner,Y,Y,17,0 days 00:00:42,5
ID2702,16-02-2015 17:28,Martha,Television,Y,Y,109,0 days 00:04:52,4
ID2703,16-02-2015 17:31,Greg,Washing Machine,Y,Y,50,0 days 00:05:46,5
ID2704,16-02-2015 17:31,Becky,Fridge,Y,N,22,0 days 00:03:31,3
ID2705,16-02-2015 17:45,Diane,Washing Machine,Y,Y,100,0 days 00:02:35,4
ID2706,16-02-2015 17:45,Stewart,Television,Y,Y,101,0 days 00:05:15,3
ID2707,16-02-2015 17:52,Becky,Toaster,Y,Y,15,0 days 00:02:49,3
ID2708,16-02-2015 17:52,Diane,Washing Machine,Y,Y,59,0 days 00:04:29,5
ID2709,17-02-2015 09:01,Stewart,Washing Machine,Y,Y,93,0 days 00:03:15,3
ID2710,17-02-2015 09:01,Becky,Toaster,Y,Y,81,0 days 00:06:25,4
ID2711,17-02-2015 09:17,Jim,Fridge,Y,Y,20,0 days 00:02:11,1
ID2712,17-02-2015 09:17,Greg,Washing Machine,Y,Y,47,0 days 00:00:35,3
ID2713,17-02-2015 09:23,Diane,Fridge,Y,N,17,0 days 00:03:02,1
ID2714,17-02-2015 09:23,Stewart,Toaster,Y,N,15,0 days 00:01:04,3
ID2715,17-02-2015 09:34,Diane,Air Conditioner,Y,Y,94,0 days 00:06:10,5
ID2716,17-02-2015 09:34,Martha,Air Conditioner,Y,Y,10,0 days 00:02:15,5
ID2717,17-02-2015 09:53,Joe,Fridge,Y,Y,96,0 days 00:04:12,3
ID2718,17-02-2015 09:53,Joe,Fridge,Y,Y,32,0 days 00:01:41,4
ID2719,17-02-2015 09:59,Becky,Television,Y,Y,36,0 days 00:05:02,1
ID2720,17-02-2015 09:59,Martha,Television,Y,Y,50,0 days 00:01:42,5
ID2721,17-02-2015 10:03,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID2722,17-02-2015 10:03,Martha,Toaster,Y,Y,89,0 days 00:00:33,2
ID2723,17-02-2015 10:36,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID2724,17-02-2015 10:36,Joe,Fridge,Y,Y,114,0 days 00:05:47,5
ID2725,17-02-2015 10:43,Martha,Television,Y,Y,44,0 days 00:06:31,5
ID2726,17-02-2015 10:43,Joe,Fridge,Y,Y,100,0 days 00:06:06,5
ID2727,17-02-2015 11:24,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2728,17-02-2015 11:24,Jim,Washing Machine,Y,Y,70,0 days 00:00:49,4
ID2729,17-02-2015 11:24,Martha,Washing Machine,Y,Y,16,0 days 00:04:03,4
ID2730,17-02-2015 11:24,Becky,Fridge,Y,Y,49,0 days 00:01:04,4
ID2731,17-02-2015 11:28,Joe,Television,Y,Y,96,0 days 00:05:48,4
ID2732,17-02-2015 11:28,Greg,Fridge,Y,Y,85,0 days 00:05:36,4
ID2733,17-02-2015 11:42,Martha,Washing Machine,Y,Y,65,0 days 00:05:29,2
ID2734,17-02-2015 11:42,Martha,Toaster,Y,Y,67,0 days 00:00:30,4
ID2735,17-02-2015 12:05,Greg,Toaster,Y,Y,50,0 days 00:01:09,4
ID2736,17-02-2015 12:05,Becky,Television,N,N,0,0 days 00:00:00,0
ID2737,17-02-2015 12:10,Diane,Washing Machine,Y,Y,79,0 days 00:03:22,3
ID2738,17-02-2015 12:10,Greg,Air Conditioner,Y,Y,107,0 days 00:03:53,4
ID2739,17-02-2015 12:11,Martha,Washing Machine,Y,N,52,0 days 00:04:50,1
ID2740,17-02-2015 12:11,Jim,Television,Y,N,104,0 days 00:06:25,1
ID2741,17-02-2015 12:17,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID2742,17-02-2015 12:17,Jim,Washing Machine,Y,Y,63,0 days 00:00:54,1
ID2743,17-02-2015 13:03,Becky,Air Conditioner,Y,Y,79,0 days 00:03:51,4
ID2744,17-02-2015 13:03,Greg,Television,Y,N,21,0 days 00:06:31,3
ID2745,17-02-2015 13:24,Becky,Air Conditioner,Y,Y,93,0 days 00:05:36,3
ID2746,17-02-2015 13:24,Joe,Television,Y,Y,72,0 days 00:02:52,4
ID2747,17-02-2015 13:36,Greg,Fridge,Y,Y,84,0 days 00:04:32,3
ID2748,17-02-2015 13:36,Stewart,Fridge,N,N,0,0 days 00:00:00,0
ID2749,17-02-2015 14:19,Jim,Fridge,Y,Y,45,0 days 00:02:04,3
ID2750,17-02-2015 14:19,Stewart,Television,N,N,0,0 days 00:00:00,0
ID2751,17-02-2015 14:29,Dan,Television,Y,N,49,0 days 00:01:21,4
ID2752,17-02-2015 14:29,Becky,Fridge,Y,Y,110,0 days 00:06:06,4
ID2753,17-02-2015 14:32,Diane,Air Conditioner,Y,N,58,0 days 00:02:13,3
ID2754,17-02-2015 14:32,Joe,Washing Machine,Y,Y,35,0 days 00:06:13,4
ID2755,17-02-2015 15:02,Dan,Toaster,Y,Y,105,0 days 00:01:10,4
ID2756,17-02-2015 15:02,Diane,Toaster,Y,Y,99,0 days 00:02:12,3
ID2757,17-02-2015 15:10,Joe,Washing Machine,Y,Y,53,0 days 00:04:02,2
ID2758,17-02-2015 15:10,Greg,Washing Machine,Y,N,50,0 days 00:06:42,4
ID2759,17-02-2015 15:46,Jim,Washing Machine,Y,Y,114,0 days 00:02:32,4
ID2760,17-02-2015 15:46,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2761,17-02-2015 16:06,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID2762,17-02-2015 16:06,Dan,Toaster,Y,Y,87,0 days 00:02:30,4
ID2763,17-02-2015 16:14,Jim,Toaster,Y,N,55,0 days 00:01:07,5
ID2764,17-02-2015 16:14,Martha,Fridge,Y,Y,97,0 days 00:05:54,4
ID2765,17-02-2015 16:27,Martha,Toaster,Y,N,12,0 days 00:04:28,3
ID2766,17-02-2015 16:27,Greg,Television,N,N,0,0 days 00:00:00,0
ID2767,17-02-2015 16:36,Stewart,Fridge,Y,Y,79,0 days 00:03:01,5
ID2768,17-02-2015 16:36,Martha,Air Conditioner,Y,Y,11,0 days 00:06:23,3
ID2769,17-02-2015 17:11,Stewart,Toaster,Y,N,69,0 days 00:00:39,4
ID2770,17-02-2015 17:11,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID2771,17-02-2015 17:12,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2772,17-02-2015 17:12,Jim,Fridge,Y,Y,123,0 days 00:01:48,3
ID2773,17-02-2015 17:44,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID2774,17-02-2015 17:44,Martha,Fridge,Y,N,48,0 days 00:03:34,4
ID2775,17-02-2015 17:54,Joe,Washing Machine,Y,Y,78,0 days 00:06:57,3
ID2776,17-02-2015 17:54,Joe,Air Conditioner,Y,Y,109,0 days 00:04:04,3
ID2777,18-02-2015 09:23,Dan,Air Conditioner,Y,N,61,0 days 00:05:54,5
ID2778,18-02-2015 09:23,Greg,Toaster,Y,Y,86,0 days 00:01:37,2
ID2779,18-02-2015 09:43,Greg,Fridge,Y,Y,74,0 days 00:06:52,4
ID2780,18-02-2015 09:43,Diane,Toaster,Y,Y,125,0 days 00:04:53,3
ID2781,18-02-2015 10:00,Becky,Washing Machine,Y,N,64,0 days 00:06:09,2
ID2782,18-02-2015 10:00,Joe,Television,Y,Y,63,0 days 00:02:06,3
ID2783,18-02-2015 10:13,Greg,Fridge,Y,Y,46,0 days 00:06:36,4
ID2784,18-02-2015 10:13,Greg,Fridge,Y,Y,63,0 days 00:04:15,3
ID2785,18-02-2015 10:16,Joe,Washing Machine,Y,Y,96,0 days 00:00:47,4
ID2786,18-02-2015 10:16,Dan,Television,Y,Y,37,0 days 00:04:25,3
ID2787,18-02-2015 10:33,Dan,Washing Machine,Y,Y,73,0 days 00:03:24,4
ID2788,18-02-2015 10:33,Diane,Toaster,Y,Y,111,0 days 00:02:18,4
ID2789,18-02-2015 10:37,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID2790,18-02-2015 10:37,Joe,Television,Y,Y,79,0 days 00:03:08,2
ID2791,18-02-2015 10:56,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID2792,18-02-2015 10:56,Dan,Fridge,Y,N,32,0 days 00:05:36,3
ID2793,18-02-2015 11:18,Dan,Washing Machine,Y,Y,60,0 days 00:04:50,3
ID2794,18-02-2015 11:18,Dan,Toaster,Y,Y,25,0 days 00:05:31,3
ID2795,18-02-2015 11:18,Jim,Toaster,Y,Y,72,0 days 00:04:11,4
ID2796,18-02-2015 11:18,Dan,Air Conditioner,Y,Y,82,0 days 00:01:07,3
ID2797,18-02-2015 11:25,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2798,18-02-2015 11:25,Diane,Fridge,Y,Y,104,0 days 00:06:44,4
ID2799,18-02-2015 11:34,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2800,18-02-2015 11:34,Becky,Air Conditioner,Y,Y,102,0 days 00:02:24,5
ID2801,18-02-2015 11:38,Dan,Television,N,N,0,0 days 00:00:00,0
ID2802,18-02-2015 11:38,Dan,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2803,18-02-2015 13:04,Martha,Television,Y,N,86,0 days 00:01:35,3
ID2804,18-02-2015 13:04,Becky,Air Conditioner,Y,Y,93,0 days 00:06:04,2
ID2805,18-02-2015 13:33,Stewart,Fridge,N,N,0,0 days 00:00:00,0
ID2806,18-02-2015 13:33,Jim,Television,N,N,0,0 days 00:00:00,0
ID2807,18-02-2015 13:37,Dan,Air Conditioner,Y,Y,39,0 days 00:04:13,2
ID2808,18-02-2015 13:37,Stewart,Fridge,Y,Y,119,0 days 00:00:46,4
ID2809,18-02-2015 13:45,Martha,Washing Machine,N,N,0,0 days 00:00:00,0
ID2810,18-02-2015 13:45,Stewart,Air Conditioner,Y,Y,71,0 days 00:00:42,3
ID2811,18-02-2015 13:48,Joe,Television,Y,Y,111,0 days 00:06:54,1
ID2812,18-02-2015 13:48,Martha,Television,Y,N,120,0 days 00:04:00,1
ID2813,18-02-2015 14:47,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID2814,18-02-2015 14:47,Diane,Fridge,Y,Y,81,0 days 00:03:02,5
ID2815,18-02-2015 14:52,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2816,18-02-2015 14:52,Martha,Television,Y,Y,40,0 days 00:02:23,1
ID2817,18-02-2015 15:15,Dan,Fridge,Y,Y,114,0 days 00:02:59,5
ID2818,18-02-2015 15:15,Jim,Washing Machine,N,N,0,0 days 00:00:00,0
ID2819,18-02-2015 16:00,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID2820,18-02-2015 16:00,Jim,Washing Machine,Y,Y,29,0 days 00:00:48,4
ID2821,18-02-2015 16:03,Jim,Air Conditioner,Y,Y,56,0 days 00:06:30,3
ID2822,18-02-2015 16:03,Diane,Air Conditioner,Y,N,58,0 days 00:02:45,4
ID2823,18-02-2015 16:58,Martha,Air Conditioner,Y,Y,68,0 days 00:03:02,5
ID2824,18-02-2015 16:58,Jim,Fridge,Y,N,114,0 days 00:01:05,3
ID2825,18-02-2015 16:59,Greg,Air Conditioner,Y,Y,11,0 days 00:03:08,3
ID2826,18-02-2015 16:59,Becky,Television,Y,Y,46,0 days 00:01:43,3
ID2827,19-02-2015 09:01,Jim,Fridge,Y,Y,78,0 days 00:06:46,4
ID2828,19-02-2015 09:01,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID2829,19-02-2015 09:17,Joe,Fridge,Y,Y,53,0 days 00:05:01,3
